Ringkobing,Wind,23,23,23,19,20,20,19,18,22,23,23,23
Ringkobing,Regen,17,13,12,13,11,13,14,14,15,16,16,17
Ringkobing,Luft,1,2,5,9,15,17,18,19,15,12,9,2
Ringkobing,Wasser,5,4,5,7,11,13,17,18,16,14,11,7
Fehmarn,Wind,18,18,18,15,14,14,15,15,16,16,17,20
Fehmarn,Regen,13,10,12,10,9,10,12,11,11,12,15,13
Fehmarn,Luft,2,3,6,10,16,19,20,20,18,13,7,4
Fehmarn,Wasser,2,2,3,5,9,14,17,17,15,10,5,4
La Reunion,Wind,18,19,19,20,20,22,25,25,21,19,14,12
La Reunion,Regen,16,14,14,11,9,9,11,9,7,6,7,12
La Reunion,Luft,30,30,29,28,28,26,25,25,25,25,27,29
La Reunion,Wasser,26,27,28,27,26,25,24,23,23,24,25,26
Klitmoeller,Wind,20,20,21,19,19,19,20,19,20,22,20,20
Klitmoeller,Regen,12,10,12,12,12,9,13,17,15,16,17,17
Klitmoeller,Luft,4,3,5,9,13,15,18,18,16,12,9,6
Klitmoeller,Wasser,6,7,5,7,12,16,16,18,17,13,10,7
Ruegen,Wind,22,21,20,18,16,16,16,16,18,19,22,23
Ruegen,Regen,10,8,10,9,8,9,10,9,9,9,11,11
Ruegen,Luft,2,3,6,11,16,19,21,21,18,13,8,3
Ruegen,Wasser,2,2,3,5,10,14,18,20,15,10,7,4
Nordfriesland,Wind,18,18,19,17,18,18,18,16,16,17,17,18
Nordfriesland,Regen,12,8,10,9,8,9,11,11,13,13,16,13
Nordfriesland,Luft,3,2,5,9,14,17,19,18,16,12,8,5
Nordfriesland,Wasser,4,3,4,6,11,13,16,17,15,13,9,6
SPO,Wind,18,18,19,17,18,18,18,16,16,17,17,18
SPO,Regen,12,8,10,9,8,9,11,11,13,13,16,13
SPO,Luft,3,2,5,9,14,17,19,18,16,12,8,5
SPO,Wasser,4,3,4,6,11,13,16,17,15,13,9,6
Ostfriesland,Wind,22,21,21,19,19,19,19,20,19,21,21,23
Ostfriesland,Regen,13,9,11,10,11,11,11,11,11,11,14,14
Ostfriesland,Luft,4,5,8,12,17,20,21,21,17,13,8,5
Ostfriesland,Wasser,4,3,4,6,11,13,16,17,15,13,9,6
SH,Wind,17,16,17,14,13,13,12,12,14,16,15,18
SH,Regen,13,10,12,10,10,10,12,11,11,12,15,13
SH,Luft,2,3,6,10,16,19,21,19,17,13,7,4
SH,Wasser,2,2,3,5,9,14,17,17,15,10,5,4
MV,Wind,16,15,14,11,10,13,13,12,13,13,13,17
MV,Regen,10,8,10,9,8,9,10,9,9,9,11,11
MV,Luft,2,3,5,10,16,19,21,21,18,13,8,5
MV,Wasser,2,2,3,5,9,14,18,19,15,10,5,4
Usedom,Wind,16,15,14,11,10,13,13,12,13,13,13,16
Usedom,Regen,10,8,10,9,8,9,10,9,9,9,11,11
Usedom,Luft,2,3,6,10,16,19,21,21,19,12,8,4
Usedom,Wasser,2,2,3,5,9,14,18,20,15,10,7,4
Beauduc,Wind,14,15,15,16,16,15,18,14,14,13,14,13
Beauduc,Regen,7,6,6,5,5,4,2,3,4,6,5,6
Beauduc,Luft,11,12,15,18,21,25,29,29,25,21,15,11
Beauduc,Wasser,12,13,13,13,15,18,22,21,21,19,15,14
Leucate,Wind,16,21,19,18,19,19,19,16,16,18,18,16
Leucate,Regen,3,3,3,4,4,3,2,3,3,4,4,4
Leucate,Luft,12,13,15,17,22,25,29,27,24,19,14,12
Leucate,Wasser,13,13,13,14,17,20,23,24,22,20,17,14
Limnos,Wind,14,14,13,10,18,19,19,21,21,18,14,14
Limnos,Regen,7,7,6,9,6,3,1,2,4,4,5,9
Limnos,Luft,10,10,12,16,21,26,29,28,25,20,15,11
Limnos,Wasser,14,14,15,15,18,21,23,24,24,22,19,16
Kykladen,Wind,17,18,17,16,19,21,24,25,17,18,16,15
Kykladen,Regen,12,9,8,4,3,1,1,1,1,4,6,12
Kykladen,Luft,15,15,16,20,23,25,27,28,26,24,21,17
Kykladen,Wasser,14,14,14,15,18,22,24,24,23,21,18,15
Kos,Wind,12,14,13,14,15,17,23,26,20,15,14,13
Kos,Regen,14,11,10,6,5,1,0,0,1,6,9,14
Kos,Luft,14,15,16,20,24,28,31,31,28,22,19,16
Kos,Wasser,17,15,16,18,19,20,23,25,24,22,20,18
Rhodos,Wind,9,11,13,15,17,21,27,26,20,15,10,9
Rhodos,Regen,14,10,8,3,3,0,0,0,1,6,7,13
Rhodos,Luft,15,16,17,21,25,30,33,33,29,25,21,16
Rhodos,Wasser,17,16,16,17,19,21,23,24,24,22,21,18
Sizilien,Wind,11,12,15,18,19,20,21,21,19,16,15,14
Sizilien,Regen,9,5,6,4,3,2,1,1,3,7,7,8
Sizilien,Luft,14,15,17,19,23,29,31,31,28,23,20,16
Sizilien,Wasser,14,13,14,15,17,21,24,25,24,23,19,16
Gardasee,Wind,9,11,13,15,15,21,24,25,23,21,12,10
Gardasee,Regen,5,6,6,9,9,10,7,6,5,7,8,7
Gardasee,Luft,5,9,13,19,22,25,29,27,24,18,12,8
Gardasee,Wasser,8,8,9,10,12,18,19,20,18,15,11,9
Sardinien,Wind,16,15,19,18,17,15,12,11,10,15,16,17
Sardinien,Regen,7,7,6,5,5,2,1,1,3,6,7,8
Sardinien,Luft,14,15,17,20,23,28,31,31,28,24,19,15
Sardinien,Wasser,14,13,14,15,17,20,23,24,23,21,18,15
Talamone,Wind,15,13,13,12,8,15,17,15,9,9,15,16
Talamone,Regen,7,7,6,5,5,3,1,3,5,7,7,8
Talamone,Luft,17,18,19,21,22,23,27,28,24,22,19,18
Talamone,Wasser,15,14,14,16,18,21,23,25,24,21,19,16
Ulcinj,Wind,8,10,12,13,17,19,24,24,17,14,10,8
Ulcinj,Regen,13,13,11,10,10,6,4,3,7,11,16,15
Ulcinj,Luft,12,13,14,17,21,26,29,28,25,21,18,14
Ulcinj,Wasser,12,12,13,14,17,21,23,23,22,21,18,15
Westfriesland,Wind,20,20,18,17,19,16,16,16,16,19,19,21
Westfriesland,Regen,21,19,16,15,14,14,17,18,19,20,21,21
Westfriesland,Luft,5,6,9,13,17,20,22,21,19,14,9,5
Westfriesland,Wasser,4,3,4,7,12,13,16,17,15,13,10,6
Zeeland,Wind,22,21,20,19,19,18,18,18,19,21,22,22
Zeeland,Regen,20,16,15,16,15,14,17,18,14,19,20,19
Zeeland,Luft,4,7,10,14,18,20,21,21,19,15,9,6
Zeeland,Wasser,7,7,7,9,12,13,16,18,15,13,11,8
Holland,Wind,22,21,20,18,19,19,19,18,18,22,22,24
Holland,Regen,14,8,10,8,9,9,10,11,11,12,13,13
Holland,Luft,4,7,10,14,17,20,21,21,19,15,9,6
Holland,Wasser,6,6,6,7,11,13,16,18,15,13,10,7
Ijsselmeer,Wind,22,22,19,18,19,18,18,16,18,20,22,23
Ijsselmeer,Regen,21,19,16,16,14,14,17,18,19,20,20,21
Ijsselmeer,Luft,5,5,10,13,17,19,22,22,19,14,9,5
Ijsselmeer,Wasser,5,5,6,8,11,13,16,17,16,14,10,8
Adria,Wind,13,12,13,12,15,21,22,18,16,12,16,12
Adria,Regen,8,8,6,6,6,5,4,4,6,7,9,10
Adria,Luft,11,11,14,16,20,25,28,28,26,20,15,12
Adria,Wasser,11,10,11,13,17,20,23,23,21,19,16,12
Hel,Wind,18,19,18,14,14,13,14,13,14,18,17,18
Hel,Regen,15,14,13,13,11,11,13,13,13,14,13,15
Hel,Luft,0,1,4,9,15,19,21,21,18,12,6,3
Hel,Wasser,2,2,3,6,9,14,17,19,17,11,7,4
Alvor,Wind,4,6,7,9,18,25,25,24,18,9,6,4
Alvor,Regen,7,6,8,5,3,1,0,0,2,4,7,7
Alvor,Luft,15,16,18,20,23,25,28,28,26,22,19,16
Alvor,Wasser,15,15,15,16,17,18,19,20,21,19,18,16
Lissabon,Wind,13,19,17,19,19,21,22,19,13,16,16,19
Lissabon,Regen,15,12,14,10,10,5,2,2,6,9,13,15
Lissabon,Luft,14,15,17,19,22,25,27,29,26,22,17,15
Lissabon,Wasser,14,15,14,15,16,17,18,19,18,18,16,15
Fuerteventura,Wind,21,21,24,24,25,27,28,28,24,22,21,21
Fuerteventura,Regen,7,5,4,2,1,0,0,0,0,4,5,7
Fuerteventura,Luft,19,19,20,21,23,24,28,27,26,24,21,20
Fuerteventura,Wasser,17,18,17,17,18,19,21,22,23,22,20,19
Gran Canaria,Wind,15,18,21,22,25,26,27,26,22,18,17,15
Gran Canaria,Regen,8,5,5,3,1,1,1,1,1,5,7,8
Gran Canaria,Luft,21,22,22,22,23,23,25,26,26,26,24,22
Gran Canaria,Wasser,19,19,18,18,18,20,21,22,23,23,22,20
Teneriffa,Wind,14,15,15,14,14,15,21,21,15,14,15,15
Teneriffa,Regen,7,5,4,2,1,0,0,0,0,4,5,7
Teneriffa,Luft,20,21,22,23,24,26,29,29,28,26,24,21
Teneriffa,Wasser,19,18,18,18,19,20,21,21,23,23,21,20
Goekova,Wind,5,7,7,11,21,28,28,29,26,21,7,6
Goekova,Regen,14,10,8,3,3,0,0,0,1,6,7,13
Goekova,Luft,15,16,17,21,25,30,32,33,29,25,21,17
Goekova,Wasser,17,16,16,17,18,21,22,25,24,22,20,18
Ilha do Guajiru,Wind,25,17,15,12,15,17,26,31,30,31,30,28
Ilha do Guajiru,Regen,12,14,21,18,16,12,10,4,4,5,4,7
Ilha do Guajiru,Luft,30,30,30,30,30,30,30,30,30,30,30,30
Ilha do Guajiru,Wasser,27,27,27,28,27,27,25,26,26,27,27,27
Ceara,Wind,25,17,15,12,15,17,26,31,30,31,30,28
Ceara,Regen,12,14,21,18,16,12,10,4,4,5,4,7
Ceara,Luft,30,30,30,30,30,30,30,30,30,30,30,30
Ceara,Wasser,27,27,27,28,27,27,25,26,26,27,27,27
Cumbuco,Wind,25,17,15,12,15,17,26,31,30,31,30,28
Cumbuco,Regen,12,14,21,18,16,12,10,4,4,5,4,7
Cumbuco,Luft,30,30,30,30,30,30,30,30,30,30,30,30
Cumbuco,Wasser,27,27,27,28,27,27,25,26,26,27,27,27
Florianopolis,Wind,19,16,16,19,19,21,22,22,24,22,22,22
Florianopolis,Regen,15,19,23,24,22,17,12,5,3,2,3,5
Florianopolis,Luft,30,29,29,30,31,31,31,30,31,31,31,30
Florianopolis,Wasser,27,27,28,27,27,27,26,26,27,26,28,27
Rio Grande do Norte,Wind,18,19,16,15,15,19,25,28,30,30,29,28
Rio Grande do Norte,Regen,12,14,16,21,23,24,25,22,15,11,9,10
Rio Grande do Norte,Luft,30,29,30,29,30,28,27,27,28,29,29,29
Rio Grande do Norte,Wasser,27,27,27,27,27,27,26,26,26,26,26,27
Columbia River,Wind,2,3,7,10,23,25,27,27,22,11,4,2
Columbia River,Regen,15,13,14,11,9,6,3,4,6,9,16,16
Columbia River,Luft,7,10,13,16,20,24,27,27,24,18,12,8
Columbia River,Wasser,8,8,8,11,12,15,17,17,15,12,9,8
Cape Hatteras,Wind,23,24,23,24,21,19,15,15,19,24,23,24
Cape Hatteras,Regen,8,8,6,7,9,7,7,8,6,4,7,7
Cape Hatteras,Luft,7,10,15,21,26,29,31,31,27,21,15,10
Cape Hatteras,Wasser,12,11,11,14,17,21,24,25,24,20,17,14
Guam,Wind,23,23,26,21,17,16,11,8,12,13,21,21
Guam,Regen,14,12,12,10,14,17,24,23,23,23,21,18
Guam,Luft,29,29,29,31,31,31,30,30,30,30,30,29
Guam,Wasser,28,28,28,28,28,29,29,30,29,30,29,28
Kalifornien,Wind,13,14,15,16,22,19,17,17,15,14,14,13
Kalifornien,Regen,6,5,6,5,2,1,0,1,1,2,4,5
Kalifornien,Luft,18,20,19,21,22,24,27,28,27,24,23,19
Kalifornien,Wasser,14,14,15,15,16,18,19,20,19,18,17,15
Florida,Wind,14,15,20,19,14,5,3,6,8,14,15,14
Florida,Regen,6,5,6,7,10,13,17,16,18,15,8,7
Florida,Luft,23,24,26,27,28,31,31,31,31,28,26,24
Florida,Wasser,21,22,23,24,27,29,30,30,30,27,24,22
Maui,Wind,18,17,23,23,18,26,25,25,21,20,17,15
Maui,Regen,9,9,9,9,7,6,7,6,7,9,9,10
Maui,Luft,27,27,28,29,29,30,32,32,31,31,29,27
Maui,Wasser,24,24,24,25,26,26,27,27,27,27,26,24
Puerto Rico,Wind,19,20,16,13,10,20,20,17,11,11,10,16
Puerto Rico,Regen,16,10,10,10,12,13,15,16,14,15,16,16
Puerto Rico,Luft,27,27,27,28,29,29,29,29,29,29,29,27
Puerto Rico,Wasser,26,26,26,27,27,28,28,28,29,29,28,28
South Padre Island,Wind,18,18,19,19,19,11,5,5,10,15,18,18
South Padre Island,Regen,8,6,7,6,6,6,7,7,7,5,6,7
South Padre Island,Luft,17,19,22,26,30,33,34,34,32,29,23,18
South Padre Island,Wasser,12,13,17,21,25,28,29,29,29,24,19,14
San Francisco,Wind,13,14,16,17,22,21,20,18,15,14,14,16
San Francisco,Regen,11,11,10,6,4,2,1,1,1,4,7,10
San Francisco,Luft,13,16,17,17,17,20,20,20,21,21,18,14
San Francisco,Wasser,11,11,12,12,13,14,15,15,16,14,13,11
South Australia,Wind,21,20,20,13,10,14,14,14,20,20,20,20
South Australia,Regen,3,3,5,8,15,17,19,19,15,12,7,5
South Australia,Luft,29,29,27,24,21,18,17,18,19,21,24,27
South Australia,Wasser,21,21,21,21,20,18,18,18,19,18,19,19
West Australia,Wind,25,25,24,18,13,10,7,9,15,23,25,27
West Australia,Regen,3,3,5,8,15,17,19,19,15,12,7,5
West Australia,Luft,29,29,27,24,21,18,17,18,19,21,24,28
West Australia,Wasser,21,21,20,22,20,18,18,18,18,18,19,19
Margaret River,Wind,28,25,22,17,15,12,20,19,20,21,25,30
Margaret River,Regen,3,3,5,8,15,17,19,19,15,12,7,5
Margaret River,Luft,29,29,27,24,21,18,16,18,19,20,24,27
Margaret River,Wasser,21,21,21,22,20,19,18,18,18,18,19,19
Adelaide,Wind,20,19,16,13,11,12,13,14,17,18,18,21
Adelaide,Regen,3,2,4,6,10,10,11,11,9,7,4,4
Adelaide,Luft,29,30,27,24,19,16,16,17,19,23,26,27
Adelaide,Wasser,18,18,18,17,16,14,13,14,14,14,16,16
Tasmanien,Wind,20,20,18,14,13,12,10,18,20,20,18,21
Tasmanien,Regen,6,4,6,7,8,7,7,8,8,8,8,7
Tasmanien,Luft,22,22,21,18,15,12,12,13,15,17,19,20
Tasmanien,Wasser,15,17,16,14,13,12,12,11,11,12,13,14
Hainan,Wind,22,20,18,7,10,10,12,13,14,20,23,25
Hainan,Regen,4,6,6,8,12,11,10,12,13,10,5,3
Hainan,Luft,21,21,24,28,32,33,33,31,31,28,25,21
Hainan,Wasser,20,20,20,23,27,29,30,29,28,27,25,22
Bali,Wind,5,6,2,2,4,9,9,8,3,1,1,4
Bali,Regen,17,17,15,9,6,5,2,1,1,1,5,13
Bali,Luft,31,31,31,31,31,31,31,31,32,32,33,31
Bali,Wasser,29,28,28,29,28,28,27,27,28,27,28,29
Sumbawa,Wind,5,6,2,2,3,2,3,20,22,16,11,4
Sumbawa,Regen,30,27,28,25,19,9,7,3,6,13,24,30
Sumbawa,Luft,29,30,29,30,29,28,28,29,31,35,32,31
Sumbawa,Wasser,29,29,29,29,29,28,28,27,28,28,29,29
Golf von Thailand,Wind,14,14,16,7,7,7,11,14,5,11,12,15
Golf von Thailand,Regen,1,1,3,3,9,10,13,13,15,14,5,1
Golf von Thailand,Luft,32,33,34,35,33,33,32,32,32,31,31,31
Golf von Thailand,Wasser,26,27,27,29,28,28,28,28,28,27,27,27
Ko Samui,Wind,12,11,6,3,15,17,19,20,11,10,11,9
Ko Samui,Regen,8,4,5,13,16,17,16,16,19,20,20,14
Ko Samui,Luft,31,33,35,36,34,33,32,33,33,32,30,30
Ko Samui,Wasser,27,29,27,29,29,29,28,28,28,28,28,27
Phuket,Wind,12,9,6,3,15,17,19,20,11,10,10,12
Phuket,Regen,4,3,6,15,19,19,17,17,19,19,14,8
Phuket,Luft,31,32,33,33,31,31,32,31,31,30,31,32
Phuket,Wasser,27,28,28,29,28,29,28,28,28,28,28,27
Mui Ne,Wind,23,23,20,12,8,8,8,10,8,8,14,20
Mui Ne,Regen,2,1,2,4,16,21,23,21,21,20,11,7
Mui Ne,Luft,32,33,35,35,33,32,31,31,31,31,31,32
Mui Ne,Wasser,22,21,24,24,26,26,28,28,28,29,28,27
Sal,Wind,26,28,27,28,28,25,17,15,17,20,22,22
Sal,Regen,0,0,0,0,0,2,3,3,7,4,1,0
Sal,Luft,24,23,24,25,26,28,30,30,31,30,29,27
Sal,Wasser,21,18,20,20,21,22,23,24,25,25,24,22
Dahab,Wind,15,18,18,20,20,27,24,23,24,20,15,16
Dahab,Regen,1,1,1,1,0,0,0,0,0,0,1,1
Dahab,Luft,22,23,26,31,35,38,40,39,37,33,27,22
Dahab,Wasser,22,20,20,21,22,23,25,26,25,24,23,22
El Gouna,Wind,9,13,15,15,14,22,20,22,20,16,13,12
El Gouna,Regen,0,0,1,1,1,0,0,0,0,0,0,0
El Gouna,Luft,22,23,25,27,30,32,33,34,31,30,27,25
El Gouna,Wasser,22,21,22,23,24,26,27,28,27,27,25,25
Soma Bay,Wind,9,12,15,15,15,22,20,22,20,16,13,11
Soma Bay,Regen,0,0,1,1,1,0,0,0,0,0,0,0
Soma Bay,Luft,22,23,25,27,31,32,33,34,32,30,27,24
Soma Bay,Wasser,22,21,22,23,26,27,27,28,27,27,25,24
Hurghada,Wind,9,13,15,15,14,22,21,22,21,16,13,11
Hurghada,Regen,0,0,1,1,1,0,0,0,0,0,0,0
Hurghada,Luft,22,23,25,27,31,32,33,34,32,30,27,24
Hurghada,Wasser,22,21,22,23,26,27,27,28,27,27,25,24
Hamata,Wind,9,13,15,15,14,22,20,22,20,16,13,12
Hamata,Regen,0,0,0,0,0,0,0,0,0,0,0,1
Hamata,Luft,23,25,29,34,39,41,41,41,37,35,30,25
Hamata,Wasser,22,21,21,22,23,26,28,29,28,26,25,23
Essaouira,Wind,14,16,21,24,27,28,29,29,23,18,15,13
Essaouira,Regen,12,10,10,6,5,2,0,0,2,7,11,12
Essaouira,Luft,18,19,19,20,22,24,26,27,26,24,19,19
Essaouira,Wasser,17,18,18,18,18,20,22,22,22,22,21,18
Dakhla,Wind,21,22,25,28,29,29,29,28,27,23,18,17
Dakhla,Regen,0,0,0,0,0,0,0,0,1,0,0,1
Dakhla,Luft,21,23,24,23,24,25,26,27,27,27,25,22
Dakhla,Wasser,19,18,19,19,20,20,20,21,23,22,21,20
Mauritius,Wind,15,12,16,19,21,21,19,23,23,16,13,11
Mauritius,Regen,18,19,20,19,20,21,23,22,18,15,13,15
Mauritius,Luft,30,29,30,29,27,26,25,25,26,27,29,29
Mauritius,Wasser,27,27,27,27,26,24,23,23,23,23,24,25
Rodrigues,Wind,22,20,19,22,19,22,22,24,25,26,23,22
Rodrigues,Regen,13,13,13,13,11,12,15,15,10,8,8,9
Rodrigues,Luft,29,29,28,29,28,26,25,25,25,26,27,29
Rodrigues,Wasser,29,29,29,28,28,26,25,25,25,25,26,28
Durban,Wind,18,17,15,14,13,12,15,19,20,23,21,20
Durban,Regen,15,13,13,9,7,5,5,7,11,15,16,15
Durban,Luft,28,28,29,27,25,23,23,24,23,24,25,27
Durban,Wasser,24,24,24,23,22,21,21,20,21,21,22,23
Kapstadt,Wind,26,25,20,16,16,16,16,19,21,23,26,27
Kapstadt,Regen,3,3,3,6,8,10,9,9,7,5,3,3
Kapstadt,Luft,26,26,25,23,20,18,17,18,19,21,24,26
Kapstadt,Wasser,18,19,19,18,17,16,15,14,15,16,17,18
Langebaan,Wind,24,23,20,16,17,17,17,19,22,22,22,23
Langebaan,Regen,3,3,3,6,8,10,9,9,7,5,3,3
Langebaan,Luft,26,26,25,23,20,18,17,18,19,21,24,26
Langebaan,Wasser,20,20,20,19,18,17,16,17,16,17,18,19
Overberg,Wind,17,19,19,15,11,14,15,17,16,18,22,22
Overberg,Regen,3,3,3,6,8,10,9,9,7,5,3,3
Overberg,Luft,26,26,25,23,20,18,17,18,19,21,24,26
Overberg,Wasser,20,20,20,19,18,17,16,15,16,16,18,19
Djerba,Wind,14,14,14,16,17,17,13,10,10,9,10,13
Djerba,Regen,11,7,4,1,1,0,0,0,1,4,6,10
Djerba,Luft,17,19,20,23,25,29,30,31,30,28,23,18
Djerba,Wasser,16,15,17,17,18,21,24,26,26,24,20,18
Zarzis,Wind,14,14,14,16,17,17,13,10,10,9,10,13
Zarzis,Regen,11,7,4,1,1,0,0,0,1,4,6,10
Zarzis,Luft,17,19,20,23,25,29,29,32,30,28,23,18
Zarzis,Wasser,16,15,16,17,18,21,24,27,26,24,21,18
